path,size,mtime,ftype,sha256,md5,deleted,match_type
/SharedFolderSMB/npcap-1.83.png,1250856,1757440788,application/x-dosexec,9ac6866c53518dfc7e0c6bc51b8bd9f01cc882a163c285e5f44bb50bb5a164ea,62238570aab42f5f3ce622bc8186c972,False,sha256
/SharedFolderSMB/sample_report.pdf,2515221,1760463754,application/pdf,3206ea0adcdc0703e81c2a2e8880340e6617679057d1100605d8de40ec3a5e65,3b39e24bccf0fdd7b3dcbd5737325934,False,sha256
/Users/user/Desktop/TestFolder/sample_report.pdf,2515221,1760463754,application/pdf,3206ea0adcdc0703e81c2a2e8880340e6617679057d1100605d8de40ec3a5e65,3b39e24bccf0fdd7b3dcbd5737325934,False,sha256
/Users/user/Desktop/TestFolder/trq.png,1250856,1757440788,application/x-dosexec,9ac6866c53518dfc7e0c6bc51b8bd9f01cc882a163c285e5f44bb50bb5a164ea,62238570aab42f5f3ce622bc8186c972,False,sha256
